0.655293,2.608505,-0.503354,-0.254586,-3.657862,1.299636,-1.219778,0.236739,0.879005,0.822615,0.405907,-1.973221,0.025667,1.340489,0.723524,-0.598381,0.068031,-0.385158,0.483163,-0.485181,0.282674,0.075856,-0.637958,-0.092814,-0.124695,-0.317743,-0.362174,0.612241,-0.240477,0.265397,-0.029098,1.077640,-0.133063,-0.395792,0.353605,-0.315975,-0.019508,0.063366,-0.228588,0
-1.430139,2.122706,-0.487069,-0.419514,-3.379714,0.581923,0.075676,0.622611,0.229171,-0.680370,0.081657,-1.075248,1.100499,0.785073,0.168922,0.357083,-0.305975,-0.392798,-0.018850,-0.206994,0.395138,0.242665,-0.318611,-0.475888,-0.033319,-0.083716,-0.020610,0.586681,-0.664470,-0.165567,0.470415,0.739709,-0.115816,-0.435433,0.024597,0.080872,-0.230504,0.203433,-0.257660,0
-2.429343,1.776488,-0.404635,-0.951824,-2.086993,0.429222,1.308290,-0.168324,-0.699222,0.145197,0.296293,-2.137055,-0.005508,0.194262,0.144803,-0.363127,-0.685156,-0.282601,0.080872,-1.121760,-0.193497,0.402710,-1.142594,0.418366,-0.384581,0.033328,-0.258498,-0.215111,-0.482113,-0.015226,-0.238625,1.166151,-0.243024,-0.138272,0.004486,-0.314129,0.358627,-0.048806,-0.122270,0
1.218348,2.959371,-0.955242,-1.651956,-3.914972,-0.349921,0.232366,0.194839,0.423910,-0.292077,0.269285,-1.885737,0.314012,1.999435,-0.110588,-0.376042,-0.321535,-0.589248,0.228385,-0.177114,0.188255,0.583144,-0.225982,-0.257401,-0.549900,0.222114,-0.447065,0.644798,-0.495364,0.138156,-0.000563,0.970448,0.033252,-0.260384,0.273728,-0.040933,0.067882,0.029859,-0.287684,0
0.469811,2.314045,-0.436021,-0.207653,-4.291944,1.603924,-0.972685,-0.295604,0.229469,-0.195682,0.254737,-1.552331,0.214107,1.673946,-0.113450,-0.408658,-0.215793,-0.025069,0.069523,-0.235186,-0.356763,0.126515,-0.929968,0.505388,0.207711,-0.719000,-0.385780,0.528567,-0.430528,0.151042,0.044772,0.796615,0.255789,-0.466381,0.330898,-0.226492,-0.089144,-0.293614,-0.032570,0
-1.102654,2.211936,-0.308751,0.395066,-3.418475,1.606463,-0.335967,0.644692,0.342258,0.582847,0.335850,-1.408422,-0.553254,0.789513,-0.397878,-0.079714,0.275886,-0.180315,0.734598,-0.294062,0.440019,0.190618,-0.050125,0.092893,-0.104674,-0.268910,-0.291799,0.476251,-0.040574,-0.190087,0.108671,0.598445,-0.137435,-0.274981,0.107374,-0.228465,0.011150,-0.339080,-0.725602,0
1.053816,2.014188,-1.972781,-1.381321,-3.221812,0.559553,1.271873,-0.801632,-0.197585,-0.054270,-0.255146,-1.197759,0.724025,0.790361,-0.192132,-0.851842,-1.403895,0.127977,-0.180010,-0.159027,-0.078984,0.010464,-0.551402,-0.537034,-0.086826,-0.469999,-0.258181,0.555359,0.083788,-0.031694,0.069628,0.571520,-0.039511,-0.610955,0.424717,-0.559831,0.032387,0.009716,-0.289756,0
0.008804,2.736734,-0.606980,1.074113,-3.482497,0.421280,-0.007242,-0.256653,1.120577,0.507571,0.378867,-1.620304,-0.519664,1.175124,0.486058,-0.719576,-0.571775,-0.732583,0.009486,0.504433,-0.181504,0.137526,-0.413977,-0.607542,-0.899696,0.086793,-0.425367,0.385152,-0.462139,0.189084,0.080757,0.636041,0.491370,-0.593149,0.519836,-0.123184,0.438562,0.182149,-0.528653,0
-2.028518,2.211901,0.313683,-1.157166,-2.584537,0.471493,-0.612514,-0.530056,0.643353,-0.099674,0.836013,-1.275503,-1.087757,0.775293,-0.014742,-0.301789,-0.585910,0.188891,-0.067646,-0.375306,-0.364478,0.200736,-1.202148,-0.017713,-0.023145,0.099269,0.081859,0.721089,-0.889426,-0.104000,0.043170,1.003596,-0.241847,-0.269074,0.299975,-0.284777,0.039162,0.251828,-0.335374,0
-1.363759,2.765091,0.198893,-1.228222,-2.950885,0.194155,-0.048514,0.697793,0.993887,0.477253,0.500158,-0.921453,0.034448,0.792981,-0.220253,-0.528026,0.022591,-0.455391,0.118890,-0.047575,0.601152,0.224054,-0.746375,-0.491471,-0.384441,-0.033707,-0.380732,0.993897,-0.474323,-0.073922,-0.072328,0.866645,-0.208656,-0.602411,0.321225,-0.392251,0.190692,0.301164,-0.404482,0
