0.0031183,0.0034335,0.0013355,0.0015369,0.0064973,0.0013706,-0.95
0.0027231,0.0034506,0.000761,0.0048814,0.0062484,0.00056009,-0.95
0.0030302,0.0018816,0.0010915,0.0013449,0.0058848,0.0077082,-0.95
0.0022731,0.001954,0.00092943,0.0042697,0.0064571,0.0059625,-0.95
0.0023152,0.0015947,0.00053119,0.0013069,0.012103,0.0073702,-0.95
0.0018105,0.0015514,0.00083141,0.002862,0.013258,0.0056918,-0.95
0.0052513,0.0042346,0.0010324,0.0022944,0.0086925,0.00062269,-0.95
0.0041439,0.0036269,0.00085238,0.0070643,0.0077618,0.00098401,-0.95
0.0021244,0.0016983,0.00097493,0.0012078,0.0069779,0.0050356,-0.95
0.0017657,0.0022466,0.0011182,0.0041901,0.0081456,0.0039498,-0.95
0.0017094,0.0016683,0.0009402,0.0017798,0.010126,0.0087724,-0.95
0.0019079,0.0020239,0.001255,0.0037674,0.011607,0.0069929,-0.95
0.0027003,0.0035148,0.0013767,0.0020752,0.007024,0.0006507,-0.95
0.0025282,0.0036605,0.0012938,0.007576,0.0059204,0.00087659,-0.95
0.0040481,0.0021337,0.00087341,0.0018542,0.0034684,0.0038665,-0.95
0.0030875,0.0018951,0.0009176,0.0047757,0.0049718,0.0033801,-0.95
0.0019301,0.0012571,0.0010535,0.0020485,0.0066796,0.0082116,-0.95
0.0019183,0.0010351,0.00061757,0.0048988,0.0073884,0.0064963,-0.95
0.0037664,0.0056735,0.0018655,0.0014727,0.0080799,0.00077609,-0.95
0.0035644,0.0048382,0.001532,0.0065343,0.0072002,0.00083547,-0.95
0.0038739,0.0030084,0.0015353,0.0017939,0.0047235,0.0060134,-0.95
0.0033713,0.0015085,0.00078741,0.0054562,0.0060335,0.0049367,-0.95
0.0020549,0.004036,0.00091159,0.0021531,0.0061394,0.010272,-0.95
0.0015388,0.0015456,0.00065631,0.0058987,0.0066903,0.0084054,-0.95
0.0042629,0.0060099,0.002212,0.002121,0.0089791,0.0035467,-0.95
0.003661,0.0059766,0.00231,0.0078767,0.0076162,0.00032756,-0.95
0.0033247,0.0019646,0.0015198,0.0020607,0.0045505,0.005831,-0.95
0.0024288,0.0013162,0.00069273,0.0068145,0.0059202,0.0048356,-0.95
0.0023513,0.0013579,0.00089328,0.0024822,0.0078143,0.0091606,-0.95
0.0014833,0.0014934,0.0007702,0.0056467,0.0078967,0.0071144,-0.95
0.0056693,0.0061417,0.0014417,0.0020721,0.0076679,0.00081712,-0.95
0.0050121,0.0066903,0.0014404,0.0084713,0.0068639,0.00067626,-0.95
0.0027066,0.0011555,0.00077544,0.0028937,0.004118,0.0057867,-0.95
0.0022316,0.00095549,0.00056095,0.0079233,0.0056383,0.0049529,-0.95
0.0022959,0.0017412,0.00060378,0.0035581,0.0060647,0.0088836,-0.95
0.0017514,0.0016785,0.00062724,0.0074181,0.0066624,0.0070904,-0.95
0.0046869,0.0075552,0.0022842,0.0022832,0.0056825,0.005946,-0.95
0.0047457,0.0075009,0.0021078,0.0087254,0.0065905,0.0055107,-0.95
0.0025945,0.00099269,0.00055471,0.0050285,0.037401,0.0073677,-0.95
0.0024058,0.00085998,0.00046536,0.0061843,0.034199,0.0063825,-0.95
0.0022327,0.002223,0.0010448,0.0038819,0.035009,0.0092495,-0.95
0.0021857,0.001583,0.00048427,0.0054261,0.03203,0.0079899,-0.95
0.0081267,0.009429,0.0014462,0.0020097,0.0084506,0.001451,0.95
0.0072599,0.008965,0.00072967,0.0077869,0.0070177,0.00069715,0.95
0.0032669,0.0023372,0.00094155,0.00090617,0.0062777,0.0072764,0.95
0.0024703,0.0031493,0.0014326,0.0042853,0.0069698,0.0051353,0.95
0.0026363,0.0028095,0.0013811,0.0019284,0.012393,0.010444,0.95
0.0028984,0.002207,0.0010851,0.0042146,0.013056,0.0080314,0.95
0.0088564,0.0098476,0.0019056,0.0020398,0.0077111,0.00071642,0.95
